taxon	D1005	D10074	D10088	D10119	D10122	D1081	D1114	D1220	D1253	D1327	D1359	D1382	D1409	D1433	D1466	D1595	D1611	D1631	D1636	D1651	D1661	D1668	D1688	D1736	D1764	D1778	D1949	D1979	D2005	D2006	D2088	D2179	D2373	D2394	D2508	D2654	D2711	D273	D2758	D2846	D2851	D2906	D3114	D3163	D3197	D32	D3425	D3434	D348	D35	D3657	D3665	D3731	D3737	D3827	D3829	D3913	D3918	D3981	D4144	D4216	D4275	D443	D4907	D4976	D5122	D5419	D5444	D5680	D5884	D5887	D5925	D6007	D6042	D6088	D6124	D6295	D6307	D6376	D6383	D6497	D6511	D6516	D6647	D6689	D6724	D6772	D688	D6993	D7378	D7394	D73	D7452	D7469	D7582	D7709	D7779	D777	D7957	D7995	D8095	D81	D8392	D857	D8714	D8718	D8906	D9006	D9072	D907	D911	D9145	D9164	D927	D940	D9429	D9441	D95	D9637	D9646	D9719	D9834	D994	D9951
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Zobellella	0	2	0	0	0	0	0	0	0	0	0	14	1	0	0	0	4	0	0	0	1	106	1	0	4	0	9	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	2	0	0	3	38	0	0	13	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	3	0	0	3	0	0	0	0	18	0	1	0	0	21	0	0	0	34	0	0	5	0	14	5	0	0	0	5	5	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Zobellella|s__Zobellella_denitrificans	0	2	0	0	0	0	0	0	0	0	0	14	1	0	0	0	4	0	0	0	1	106	1	0	4	0	9	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	2	0	0	3	38	0	0	13	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	3	0	0	3	0	0	0	0	18	0	1	0	0	21	0	0	0	34	0	0	5	0	14	5	0	0	0	5	5	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	12	63	118	1	24	9	2	80	2	1	9	436	44	7	4	10	301	2	1	29	162	1960	3	1	43	2	153	8	0	7	14	2	12	24	3	5	39	2	19	2	4	2	40	19	2	26	485	6	69	219	63	5	0	2	1	14	0	14	0	128	9	5	0	14	54	0	7	0	91	62	1	5	91	2	8	5	2	733	0	2	6	0	465	2	4	12	504	0	1	92	11	314	75	1	1	2	174	174	0	0	64	4	1	2	0	7	22	2	1	1	79	22	5	93	18	1	36	341	36	2	0	0	0	6
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_dhakensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sp._ASNIH5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sp._2692-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	4	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sp._1805	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	1	28	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	2	0	0	0	1	0	0	0	0	6	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sp._CU5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sp._WP2-W18-CRE-05	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_media	0	0	2	0	0	3	0	0	0	0	7	1	1	0	1	4	4	1	0	1	1	13	0	0	0	0	0	0	0	0	0	0	5	1	3	1	6	1	0	1	3	1	0	0	0	4	1	0	8	0	2	1	0	0	1	0	0	0	0	5	2	0	0	0	0	0	1	0	3	2	0	2	0	0	0	2	2	7	0	1	0	0	4	1	1	1	12	0	0	2	0	2	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	2	0	6	0	1	12	0	0	0	0	0	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sp._CA23	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	22	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	9	0	0	0	0	7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_rivipollensis	0	1	0	0	0	1	0	0	0	0	0	4	0	0	0	0	8	0	0	2	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	5	0	0	0	0	4	0	0	0	10	0	0	0	0	2	2	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_encheleia	0	1	3	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	5	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	14	0	0	5	0	5	0	0	0	4	0	0	0	0	1	1	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_jandaei	0	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	50	0	0	0	0	9	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	2	15	0	0	13	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	9	0	0	0	0	11	0	1	3	9	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_caviae	0	2	41	0	0	3	0	3	0	0	0	21	0	0	0	0	10	0	0	0	12	66	0	0	1	0	8	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	19	1	8	11	4	0	0	0	0	0	0	3	0	4	0	0	0	0	2	0	0	0	7	4	0	0	4	0	1	0	0	32	0	0	0	0	14	1	0	0	16	0	0	2	3	13	5	0	0	0	6	6	0	0	2	0	0	0	0	0	0	0	0	0	4	12	0	13	0	0	4	19	1	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sp._ASNIH7	0	1	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sp._ASNIH2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sp._ASNIH1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sp._ASNIH4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_hydrophila	1	15	7	0	7	1	2	10	0	0	0	71	12	0	0	1	41	0	0	7	3	315	0	0	6	0	19	2	0	0	1	1	1	1	0	0	3	0	4	0	0	0	4	6	0	1	101	1	4	46	6	4	0	0	0	4	0	0	0	16	1	1	0	0	9	0	1	0	17	9	0	0	20	1	0	0	0	82	0	1	0	0	56	0	0	0	103	0	1	21	0	68	15	0	0	0	31	31	0	0	10	1	0	0	0	0	16	0	0	0	13	0	0	23	0	0	3	44	6	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sp._ASNIH3	2	0	2	0	0	0	0	0	0	0	0	11	2	1	0	0	0	0	0	0	0	125	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_veronii	2	4	7	0	2	0	0	0	0	0	0	41	2	1	0	2	28	0	1	7	39	231	1	0	2	0	16	2	0	4	0	0	0	1	0	0	7	0	0	0	1	0	9	0	2	1	35	1	4	26	6	0	0	0	0	0	0	0	0	31	0	0	0	3	7	0	2	0	26	9	0	1	5	0	0	0	0	59	0	0	0	0	57	0	1	1	57	0	0	9	0	39	16	0	0	0	13	13	0	0	5	0	1	0	0	0	1	1	0	0	3	0	0	17	2	0	4	78	5	1	0	0	0	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_salmonicida	2	6	24	0	4	0	0	32	0	0	0	63	9	1	0	0	40	1	0	1	24	224	0	0	2	0	28	0	0	0	1	1	0	2	0	0	2	0	1	0	0	0	6	0	0	4	70	1	0	17	6	0	0	0	0	0	0	0	0	15	1	0	0	0	5	0	1	0	5	7	0	1	28	0	2	0	0	65	0	0	0	0	59	0	0	0	74	0	0	9	1	27	8	0	0	0	30	30	0	0	12	0	0	0	0	0	0	0	0	0	16	0	1	9	0	0	4	22	5	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_schubertii	3	4	0	1	2	0	0	1	0	0	0	41	2	0	0	0	5	0	0	1	5	77	0	0	3	0	6	3	0	0	3	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	15	0	7	8	0	0	0	1	0	2	0	0	0	8	0	0	0	0	6	0	0	0	0	3	0	0	3	0	0	0	0	12	0	0	0	0	33	0	0	0	32	0	0	3	0	9	2	0	0	0	3	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	2	29	1	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	38	173	853	32	169	103	43	383	7	13	139	1969	173	23	24	106	1206	15	14	883	2642	1077559	11762	26	149	15	649	27	27	74914	95	48	73	150	22	79	988	87	91	41	6	21	275	214	33	114	2105	116	565	774	297	8	44	8	76	45	44	134	11	607	106	180	15	2045	194	270	78	6	845761	274	16	1169	374	16	154	38	45	4114	10	189	168	14	1871	22	103	215	2512	17	41	376	218	1348	326	29	7	16	835	850	156	14	200	22	54	12	19	37	86	90	23	41	443	23	160	343	185	77	194	6429	184	11	37	30	4	24
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|g__Phytobacter	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	2	0	15	0	0	0	0	1	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	4	0	0	1	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	25	1	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|g__Phytobacter|s__Phytobacter_diazotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|g__Phytobacter|s__Phytobacter_sp._SCO41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|g__Phytobacter|s__Phytobacter_ursingii	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	2	0	15	0	0	0	0	1	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	4	0	0	1	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	17	1	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|g__Plesiomonas	0	0	0	0	1	0	0	0	0	1	0	6	0	0	0	0	5	0	0	6	2	45	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	15	3	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	17	0	0	1	1	4	3	0	0	0	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|g__Plesiomonas|s__Plesiomonas_shigelloides	0	0	0	0	1	0	0	0	0	1	0	6	0	0	0	0	5	0	0	6	2	45	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	15	3	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	17	0	0	1	1	4	3	0	0	0	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae	0	3	18	0	4	0	0	23	0	0	4	72	6	0	2	0	42	0	1	29	88	312	1	0	1	2	21	0	0	6	7	7	5	9	0	1	16	4	2	0	0	0	14	4	0	3	99	1	4	30	5	0	0	1	1	5	0	0	0	12	2	4	0	1	6	0	1	0	74	18	1	0	10	0	0	0	4	63	0	0	0	0	70	0	1	3	68	0	0	13	1	40	6	0	0	0	29	29	3	0	3	2	0	0	1	1	0	3	1	1	15	3	0	6	1	0	4	160	14	0	0	0	0	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Obesumbacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Obesumbacterium|s__Obesumbacterium_proteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	16	5	16	0	0	0	0	1	0	0	3	0	2	0	0	0	0	11	4	0	0	0	0	0	0	0	0	4	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	49	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	55	0	0	0	0	0	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_sp._CBA7124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_paralvei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_alvei	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	7	0	15	0	0	0	0	1	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	47	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	28	0	0	0	0	0	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Edwardsiella	0	3	18	0	4	0	0	23	0	0	2	72	6	0	0	0	41	0	1	10	60	295	1	0	1	2	20	0	0	1	7	5	1	9	0	0	4	0	2	0	0	0	14	4	0	3	95	0	1	30	5	0	0	0	1	5	0	0	0	12	0	4	0	0	6	0	0	0	24	16	0	0	10	0	0	0	4	63	0	0	0	0	68	0	0	2	65	0	0	13	1	40	5	0	0	0	28	28	2	0	3	2	0	0	0	0	0	3	1	1	15	0	0	6	1	0	3	88	14	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Edwardsiella|s__Edwardsiella_anguillarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Edwardsiella|s__Edwardsiella_sp._EA181011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Edwardsiella|s__Edwardsiella_hoshinae	0	0	1	0	1	0	0	3	0	0	0	8	0	0	0	0	1	0	0	1	0	49	0	0	0	2	0	0	0	0	2	0	0	3	0	0	2	0	0	0	0	0	3	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	5	0	0	1	0	0	0	0	15	0	0	0	0	10	0	0	2	10	0	0	1	0	1	0	0	0	0	6	6	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0
